epoch,accuracy,auc,loss,precision,recall,f1_score
39,0.7835820913314819,0.8626232743263245,0.4670358598232269,0.7687074542045593,0.8248175382614136,0.7957746417758075
40,0.7723880410194397,0.8506157398223877,0.4874719083309173,0.7753623127937317,0.7810218930244446,0.7781818127608496
41,0.753731369972229,0.8323675990104675,0.5040662884712219,0.7517730593681335,0.7737226486206055,0.7625899432031987
42,0.7761194109916687,0.8570234775543213,0.4829392433166504,0.7769784331321716,0.7883211970329285,0.7826087180649475
43,0.7835820913314819,0.8482197523117065,0.4854621887207031,0.7687074542045593,0.8248175382614136,0.7957746417758075
44,0.7425373196601868,0.8380509614944458,0.5013023614883423,0.732876718044281,0.7810218930244446,0.756183746382342
45,0.7761194109916687,0.8538196682929993,0.4743866622447967,0.7655172348022461,0.8102189898490906,0.7872340446203612
46,0.7686567306518555,0.8498077988624573,0.4824806451797485,0.7862595319747925,0.7518247961997986,0.7686567004926885
47,0.7835820913314819,0.8576364517211914,0.4817020893096924,0.7615894079208374,0.8394160866737366,0.7986111260798218
48,0.753731369972229,0.8337326645851135,0.5049935579299927,0.748251736164093,0.7810218930244446,0.7642857056886566
49,0.7649253606796265,0.8756616711616516,0.4559725821018219,0.7256097793579102,0.8686131238937378,0.7906976821000187
50,0.7574626803398132,0.8448208570480347,0.4953883588314056,0.7727272510528564,0.7445255517959595,0.7583643040865473
51,0.7649253606796265,0.8538473844528198,0.4798525869846344,0.7803030014038086,0.7518247961997986,0.7657992315289722
52,0.753731369972229,0.8339276909828186,0.5048214793205261,0.7414966225624084,0.7956204414367676,0.767605648241365
53,0.7388059496879578,0.8411991596221924,0.4956248700618744,0.7161290049552917,0.8102189898490906,0.7602739623880757
54,0.75,0.8302223086357117,0.5106393694877625,0.7611940503120422,0.7445255517959595,0.7527675399044509
55,0.7723880410194397,0.8303895592689514,0.5064475536346436,0.7753623127937317,0.7810218930244446,0.7781818127608496
56,0.8022388219833374,0.867303729057312,0.4642104208469391,0.7727272510528564,0.8686131238937378,0.8178693971098855
57,0.746268630027771,0.8490556478500366,0.4854421019554138,0.7716535329818726,0.7153284549713135,0.7424242310841714
58,0.7686567306518555,0.8425641655921936,0.4956842064857483,0.7551020383834839,0.8102189898490906,0.7816901450085867
59,0.7723880410194397,0.8522595167160034,0.4790447950363159,0.7753623127937317,0.7810218930244446,0.7781818127608496
60,0.7425373196601868,0.8384966850280762,0.4968080222606659,0.7463768124580383,0.7518247961997986,0.7490908989441295
61,0.7611940503120422,0.838580310344696,0.4974098801612854,0.751724123954773,0.7956204414367676,0.7730496396427692
62,0.7761194109916687,0.8718170523643494,0.4535092115402221,0.7692307829856873,0.8029196858406067,0.7857142822657308
63,0.753731369972229,0.838441014289856,0.4923548996448517,0.7448275685310364,0.7883211970329285,0.7659574512216701
64,0.7686567306518555,0.8397225141525269,0.4949974417686462,0.748344361782074,0.8248175382614136,0.7847222262881348
65,0.7574626803398132,0.8321446180343628,0.5049324631690979,0.7647058963775635,0.7591241002082825,0.7619047752206166
66,0.7873134613037109,0.8633196949958801,0.466054230928421,0.7857142686843872,0.8029196858406067,0.7942238071591272
67,0.7649253606796265,0.856605589389801,0.4769982993602752,0.7681159377098083,0.7737226486206055,0.7709090990996555
68,0.7313432693481445,0.823201596736908,0.5123695135116577,0.7124183177947998,0.7956204414367676,0.7517241490269954
69,0.7835820913314819,0.8427034616470337,0.4936427772045135,0.7724137902259827,0.8175182342529297,0.7943262330414598
70,0.7425373196601868,0.8426478505134583,0.4962723553180694,0.7266666889190674,0.7956204414367676,0.7595818952762738
71,0.7873134613037109,0.8563548922538757,0.4790833294391632,0.8125,0.7591241002082825,0.784905667121659
72,0.7313432693481445,0.8427035212516785,0.4886828064918518,0.718120813369751,0.7810218930244446,0.7482517503984948
73,0.7798507213592529,0.8549060821533203,0.4711208343505859,0.7708333134651184,0.8102189898490906,0.7900355823378696
74,0.7649253606796265,0.8534574508666992,0.48016557097435,0.7936508059501648,0.7299270033836365,0.7604562772852661
75,0.75,0.8493898510932922,0.4770792424678802,0.7397260069847107,0.7883211970329285,0.7632508861890421
76,0.75,0.8409204483032227,0.494794487953186,0.75,0.7664233446121216,0.7581227372968475
77,0.7798507213592529,0.850810706615448,0.4899068176746368,0.7635135054588318,0.8248175382614136,0.792982461045213
78,0.7873134613037109,0.8447093963623047,0.4954071044921875,0.7816901206970215,0.8102189898490906,0.7956989199576653
79,0.753731369972229,0.851172924041748,0.4750894010066986,0.7669172883033752,0.7445255517959595,0.7555555554034779
80,0.7574626803398132,0.8608402013778687,0.4698449373245239,0.7465753555297852,0.7956204414367676,0.7703180297868518
81,0.7910447716712952,0.8641276955604553,0.4620855748653412,0.7612903118133545,0.8613138794898987,0.808219176802912
82,0.7574626803398132,0.8425642251968384,0.4877383708953857,0.7571428418159485,0.7737226486206055,0.7653429626752002
83,0.7798507213592529,0.8550454378128052,0.4775819182395935,0.7746478915214539,0.8029196858406067,0.7885304574242605
84,0.7910447716712952,0.8478297591209412,0.4762396812438965,0.7579618096351624,0.8686131238937378,0.8095238180401374
85,0.7798507213592529,0.8627346754074097,0.4772692322731018,0.7954545617103577,0.7664233446121216,0.7806691460390589
86,0.8059701323509216,0.8658270835876465,0.4607937335968017,0.8057553768157959,0.8175182342529297,0.8115941864668985
87,0.7611940503120422,0.847021758556366,0.4900878667831421,0.751724123954773,0.7956204414367676,0.7730496396427692
88,0.7761194109916687,0.8462138175964355,0.4821883738040924,0.7655172348022461,0.8102189898490906,0.7872340446203612
89,0.7798507213592529,0.8484426736831665,0.4863106906414032,0.7785714268684387,0.7956204414367676,0.7870036109410546
90,0.7723880410194397,0.8672758936882019,0.4606811106204986,0.75,0.8321167826652527,0.7889273330981221
91,0.7947761416435242,0.8686689138412476,0.4554946720600128,0.7808219194412231,0.8321167826652527,0.805653708465663
92,0.7723880410194397,0.8569120168685913,0.4698015749454498,0.7602739930152893,0.8102189898490906,0.7844523131913618
93,0.7686567306518555,0.8493062853813171,0.4804058969020843,0.7659574747085571,0.7883211970329285,0.7769784457789933
94,0.7798507213592529,0.8498634696006775,0.4823676645755768,0.7599999904632568,0.8321167826652527,0.7944250793203124
95,0.7761194109916687,0.8570234179496765,0.4764086604118347,0.7938931584358215,0.7591241002082825,0.7761194232770768
96,0.7761194109916687,0.8508943319320679,0.4814371168613434,0.7769784331321716,0.7883211970329285,0.7826087180649475
97,0.7276119589805603,0.8357943892478943,0.4894044697284698,0.7133333086967468,0.7810218930244446,0.745644583662606
98,0.7574626803398132,0.8468824625015259,0.4861990511417389,0.7278481125831604,0.8394160866737366,0.7796610356404567
99,0.7574626803398132,0.835738480091095,0.4968076050281524,0.7337662577629089,0.8248175382614136,0.7766323247182632
