epoch,accuracy,auc,loss,precision,recall,f1_score
0,0.7798507213592529,0.8536245226860046,0.4703826904296875,0.7867646813392639,0.7810218930244446,0.7838827692905264
1,0.7761194109916687,0.8346520662307739,0.515766978263855,0.739130437374115,0.8686131238937378,0.7986577133808386
2,0.7276119589805603,0.8257090449333191,0.5082418918609619,0.7191780805587769,0.7664233446121216,0.742049462977832
3,0.7798507213592529,0.8596144914627075,0.4747573435306549,0.800000011920929,0.7591241002082825,0.7790262295241328
4,0.753731369972229,0.8403354287147522,0.4981912076473236,0.7177914381027222,0.8540145754814148,0.7800000063591526
5,0.7910447716712952,0.8621496558189392,0.4705663025379181,0.8292682766914368,0.7445255517959595,0.7846153798734646
6,0.7649253606796265,0.8287736177444458,0.515469491481781,0.7569444179534912,0.7956204414367676,0.7758006994848159
7,0.7761194109916687,0.8432886004447937,0.4972969591617584,0.7549669146537781,0.8321167826652527,0.7916666790814262
8,0.7574626803398132,0.8316152691841125,0.496593028306961,0.75,0.7883211970329285,0.7686832878791054
9,0.7761194109916687,0.8605616092681885,0.4702384769916534,0.7549669146537781,0.8321167826652527,0.7916666790814262
10,0.7611940503120422,0.83568274974823,0.5014922618865967,0.758865237236023,0.7810218930244446,0.7697841646826037
11,0.7649253606796265,0.8397781848907471,0.4944075345993042,0.7642857432365417,0.7810218930244446,0.7725631893446286
12,0.7611940503120422,0.8569399118423462,0.476426899433136,0.7385621070861816,0.8248175382614136,0.7793103624354077
13,0.7611940503120422,0.8637098073959351,0.4629802703857422,0.744966447353363,0.8102189898490906,0.7762237840033643
14,0.7611940503120422,0.8448487520217896,0.487678587436676,0.7744361162185669,0.7518247961997986,0.7629629645998415
15,0.7574626803398132,0.8187998533248901,0.5155196785926819,0.7337662577629089,0.8248175382614136,0.7766323247182632
16,0.7985074520111084,0.8547389507293701,0.478741705417633,0.7677419185638428,0.8686131238937378,0.8150684771030655
17,0.746268630027771,0.8445979952812195,0.4902184903621673,0.7674418687820435,0.7226277589797974,0.7443609177085703
18,0.7313432693481445,0.8435671329498291,0.4893345534801483,0.718120813369751,0.7810218930244446,0.7482517503984948
19,0.7425373196601868,0.8350420594215393,0.4946073293685913,0.7463768124580383,0.7518247961997986,0.7490908989441295
20,0.7835820913314819,0.8594194054603577,0.4684679210186004,0.7724137902259827,0.8175182342529297,0.7943262330414598
21,0.7611940503120422,0.8334540128707886,0.5026174187660217,0.7482993006706238,0.8029196858406067,0.7746478667857036
22,0.753731369972229,0.8427313566207886,0.4953170418739319,0.7350993156433105,0.8102189898490906,0.770833326496448
23,0.7835820913314819,0.8723185658454895,0.4532765746116638,0.7615894079208374,0.8394160866737366,0.7986111260798218
24,0.7649253606796265,0.8272413015365601,0.5100889205932617,0.7605633735656738,0.7883211970329285,0.774193558964794
25,0.753731369972229,0.8369643688201904,0.5021673440933228,0.7669172883033752,0.7445255517959595,0.7555555554034779
26,0.7686567306518555,0.8579428791999817,0.4730851948261261,0.7450980544090271,0.8321167826652527,0.7862069024852565
27,0.7761194109916687,0.8323118090629578,0.5032338500022888,0.7894737124443054,0.7664233446121216,0.777777784758634
28,0.8022388219833374,0.8695882558822632,0.4596259891986847,0.800000011920929,0.8175182342529297,0.8086642592069084
29,0.7798507213592529,0.8665515184402466,0.4583944380283355,0.7708333134651184,0.8102189898490906,0.7900355823378696
30,0.7985074520111084,0.8846046328544617,0.4451074600219726,0.798561155796051,0.8102189898490906,0.8043478342683544
31,0.7574626803398132,0.8343177437782288,0.493033617734909,0.7400000095367432,0.8102189898490906,0.7735191743266108
32,0.7574626803398132,0.8337883949279785,0.4980370700359344,0.7400000095367432,0.8102189898490906,0.7735191743266108
33,0.7126865386962891,0.807237982749939,0.5273854732513428,0.7027027010917664,0.7591241002082825,0.7298245663656091
34,0.746268630027771,0.8348191380500793,0.506595253944397,0.7412587404251099,0.7737226486206055,0.7571428667069696
35,0.7723880410194397,0.8603666424751282,0.4744001924991607,0.779411792755127,0.7737226486206055,0.7765568009971682
36,0.7798507213592529,0.8445144295692444,0.4826709032058716,0.7746478915214539,0.8029196858406067,0.7885304574242605
37,0.7761194109916687,0.8626233339309692,0.4711546599864959,0.7655172348022461,0.8102189898490906,0.7872340446203612
38,0.7313432693481445,0.8295536637306213,0.5066270232200623,0.7272727489471436,0.7591241002082825,0.7428571602048314
