epoch,accuracy,auc,loss,precision,recall,f1_score
47,0.7461406588554382,0.8180758357048035,0.5257551670074463,0.7379310131072998,0.748251736164093,0.743055538758693
48,0.7495712041854858,0.8201066851615906,0.5229495167732239,0.75,0.7342657446861267,0.7420494752859095
49,0.723842203617096,0.7974147200584412,0.5515329837799072,0.7090300917625427,0.7412587404251099,0.7247863199092723
50,0.7272727489471436,0.7971439361572266,0.5495568513870239,0.7243816256523132,0.7167832255363464,0.7205623946852098
51,0.728987991809845,0.782945990562439,0.5592349767684937,0.7237762212753296,0.7237762212753296,0.7237762212753296
52,0.734133780002594,0.811636209487915,0.5333632826805115,0.7330960631370544,0.7202796936035156,0.7266313687831193
53,0.7427101135253906,0.8158861398696899,0.5271123051643372,0.7312925457954407,0.751748263835907,0.7413793310172209
54,0.723842203617096,0.800463855266571,0.5460361242294312,0.7289377450942993,0.6958041787147522,0.7119856874900224
55,0.7272727489471436,0.807915985584259,0.5345160365104675,0.7197231650352478,0.7272727489471436,0.723478262320087
56,0.7358490824699402,0.7975912690162659,0.5514530539512634,0.7340425252914429,0.7237762212753296,0.7288732244142626
57,0.7255574464797974,0.7887617945671082,0.5537320375442505,0.7218309640884399,0.7167832255363464,0.7192982391842915
58,0.7307032346725464,0.8077393770217896,0.5350006222724915,0.7128713130950928,0.7552447319030762,0.7334465222612137
59,0.723842203617096,0.7990334630012512,0.548626184463501,0.7289377450942993,0.6958041787147522,0.7119856874900224
60,0.7358490824699402,0.8044783473014832,0.5415303707122803,0.7374100685119629,0.7167832255363464,0.7269503574446049
61,0.734133780002594,0.8091580271720886,0.5313563346862793,0.7347670197486877,0.7167832255363464,0.7256637186951435
62,0.7461406588554382,0.8134550452232361,0.5294532775878906,0.7412587404251099,0.7412587404251099,0.7412587404251099
63,0.728987991809845,0.7944892048835754,0.5490723252296448,0.7285714149475098,0.7132866978645325,0.7208480419933578
64,0.7324185371398926,0.8059676289558411,0.5386618971824646,0.7288732528686523,0.7237762212753296,0.7263157948834156
65,0.7409948706626892,0.8109062910079956,0.5343250036239624,0.733564019203186,0.7412587404251099,0.7373913066445767
66,0.7598627805709839,0.8179228901863098,0.5294217467308044,0.7723880410194397,0.7237762212753296,0.7472924086956502
67,0.744425356388092,0.8152503967285156,0.5314695239067078,0.7490909099578857,0.7202796936035156,0.7344028386002728
68,0.739279568195343,0.8240329027175903,0.518229603767395,0.7248322367668152,0.7552447319030762,0.739726027658708
69,0.7478559017181396,0.837883472442627,0.5019721984863281,0.7622641324996948,0.7062937021255493,0.7332123304195474
70,0.7307032346725464,0.8101763725280762,0.5359176993370056,0.7345454692840576,0.7062937021255493,0.7201426074120778
71,0.7169811129570007,0.8040369153022766,0.5370749235153198,0.7122806906700134,0.7097902297973633,0.711033279472072
72,0.7478559017181396,0.8137553334236145,0.5316513776779175,0.7404844164848328,0.748251736164093,0.744347813749764
73,0.7118353247642517,0.8122012615203857,0.5272769331932068,0.7137681245803833,0.688811182975769,0.7010676168027334
74,0.7427101135253906,0.823950469493866,0.5158594846725464,0.732876718044281,0.748251736164093,0.7404844260641378
75,0.7409948706626892,0.8112418055534363,0.5348323583602905,0.7547169923782349,0.6993007063865662,0.7259528220879188
76,0.7255574464797974,0.8150090575218201,0.5255881547927856,0.7218309640884399,0.7167832255363464,0.7192982391842915
77,0.7307032346725464,0.7957547307014465,0.5552187561988831,0.7047619223594666,0.7762237787246704,0.7387687296030808
78,0.7375643253326416,0.8105531334877014,0.5352544188499451,0.7509434223175049,0.6958041787147522,0.722323051863456
79,0.744425356388092,0.8077158331871033,0.5379834175109863,0.7455196976661682,0.7272727489471436,0.7362831893423929
80,0.728987991809845,0.8167808651924133,0.5230954885482788,0.7176870703697205,0.7377622127532959,0.7275861924426024
81,0.7084047794342041,0.7935119271278381,0.5492750406265259,0.7180451154708862,0.6678321957588196,0.6920290017495431
82,0.7204116582870483,0.7992159128189087,0.5452619791030884,0.6964856386184692,0.7622377872467041,0.727879819596067
83,0.7204116582870483,0.8066739439964294,0.5357726216316223,0.7220216393470764,0.6993007063865662,0.7104795670558153
84,0.723842203617096,0.8077805638313293,0.5318846702575684,0.719298243522644,0.7167832255363464,0.7180385322465441
85,0.7427101135253906,0.8041781783103943,0.5424301624298096,0.7556390762329102,0.7027971744537354,0.7282608443574979
86,0.6946826577186584,0.7754232287406921,0.5749127268791199,0.6764705777168274,0.7237762212753296,0.6993243175363502
87,0.6946826577186584,0.7779308557510376,0.5758962035179138,0.7076923251152039,0.6433566212654114,0.6739926697715874
88,0.7358490824699402,0.8112476468086243,0.5313559770584106,0.7340425252914429,0.7237762212753296,0.7288732244142626
89,0.7135506272315979,0.796131432056427,0.5440652370452881,0.6963696479797363,0.7377622127532959,0.716468584869409
90,0.7409948706626892,0.8045549392700195,0.5404570698738098,0.7385159134864807,0.7307692170143127,0.7346221433101667
91,0.7495712041854858,0.8121364712715149,0.5334094166755676,0.7592592835426331,0.7167832255363464,0.7374100880274632
92,0.7255574464797974,0.8018942475318909,0.5407089591026306,0.7202796936035156,0.7202796936035156,0.7202796936035156
93,0.734133780002594,0.7979856729507446,0.5453789830207825,0.723549485206604,0.7412587404251099,0.7322970620378416
94,0.744425356388092,0.8154975771903992,0.5298321843147278,0.7386759519577026,0.7412587404251099,0.7399650924445681
95,0.744425356388092,0.8023650646209717,0.5430899262428284,0.7584905624389648,0.7027971744537354,0.729582560195085
96,0.7186964154243469,0.8012467622756958,0.5405250787734985,0.7046979665756226,0.7342657446861267,0.7191780767740661
97,0.7272727489471436,0.8067328333854675,0.5341557264328003,0.7360594868659973,0.692307710647583,0.713513526689328
98,0.7307032346725464,0.8135256767272949,0.5301850438117981,0.7201365232467651,0.7377622127532959,0.7288428225579812
99,0.7186964154243469,0.8051493763923645,0.5330178141593933,0.716312050819397,0.7062937021255493,0.7112676006027026
